label,name,id,abstract,substitution_group,type,period,balance,nillable,facets,documentation
Regulatory deferral account credit balances,RegulatoryDeferralAccountCreditBalances,ifrs-full_RegulatoryDeferralAccountCreditBalances,false,xbrli:item,xbrli:monetaryItemType,instant,credit,true,,The amount of regulatory deferral account credit balances. [Refer: Regulatory deferral account balances [member]]
Regulatory deferral account credit balances [abstract],RegulatoryDeferralAccountCreditBalancesAbstract,ifrs-full_RegulatoryDeferralAccountCreditBalancesAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Regulatory deferral account credit balances and related deferred tax liability,RegulatoryDeferralAccountCreditBalancesAndRelatedDeferredTaxLiability,ifrs-full_RegulatoryDeferralAccountCreditBalancesAndRelatedDeferredTaxLiability,false,xbrli:item,xbrli:monetaryItemType,instant,credit,true,,The amount of regulatory deferral account credit balances and the related deferred tax liability. [Refer: Regulatory deferral account credit balances; Deferred tax liability associated with regulatory deferral account balances]
Regulatory deferral account credit balances and related deferred tax liability [abstract],RegulatoryDeferralAccountCreditBalancesAndRelatedDeferredTaxLiabilityAbstract,ifrs-full_RegulatoryDeferralAccountCreditBalancesAndRelatedDeferredTaxLiabilityAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Regulatory deferral account credit balances directly related to disposal group,RegulatoryDeferralAccountCreditBalancesDirectlyRelatedToDisposalGroup,ifrs-full_RegulatoryDeferralAccountCreditBalancesDirectlyRelatedToDisposalGroup,false,xbrli:item,xbrli:monetaryItemType,instant,credit,true,,The amount of regulatory deferral account credit balances that are directly related to a disposal group. [Refer: Regulatory deferral account credit balances; Disposal groups classified as held for sale [member]]
Regulatory deferral account debit balances,RegulatoryDeferralAccountDebitBalances,ifrs-full_RegulatoryDeferralAccountDebitBalances,false,xbrli:item,xbrli:monetaryItemType,instant,debit,true,,The amount of regulatory deferral account debit balances. [Refer: Regulatory deferral account balances [member]]
Regulatory deferral account debit balances [abstract],RegulatoryDeferralAccountDebitBalancesAbstract,ifrs-full_RegulatoryDeferralAccountDebitBalancesAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Regulatory deferral account debit balances and related deferred tax asset,RegulatoryDeferralAccountDebitBalancesAndRelatedDeferredTaxAsset,ifrs-full_RegulatoryDeferralAccountDebitBalancesAndRelatedDeferredTaxAsset,false,xbrli:item,xbrli:monetaryItemType,instant,debit,true,,The amount of regulatory deferral account debit balances and the related deferred tax asset. [Refer: Regulatory deferral account debit balances; Deferred tax asset associated with regulatory deferral account balances]
Regulatory deferral account debit balances and related deferred tax asset [abstract],RegulatoryDeferralAccountDebitBalancesAndRelatedDeferredTaxAssetAbstract,ifrs-full_RegulatoryDeferralAccountDebitBalancesAndRelatedDeferredTaxAssetAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Regulatory deferral account debit balances directly related to disposal group,RegulatoryDeferralAccountDebitBalancesDirectlyRelatedToDisposalGroup,ifrs-full_RegulatoryDeferralAccountDebitBalancesDirectlyRelatedToDisposalGroup,false,xbrli:item,xbrli:monetaryItemType,instant,debit,true,,The amount of regulatory deferral account debit balances that are directly related to a disposal group. [Refer: Regulatory deferral account debit balances; Disposal groups classified as held for sale [member]]
Regulatory environments [axis],RegulatoryEnvironmentsAxis,ifrs-full_RegulatoryEnvironmentsAxis,true,xbrldt:dimensionItem,xbrli:stringItemType,duration,,true,,The axis of a table defines the relationship between the members in the table and the line items or concepts that complete the table.
Regulatory environments [member],RegulatoryEnvironmentsMember,ifrs-full_RegulatoryEnvironmentsMember,true,xbrli:item,dtr-types:domainItemType,duration,,true,length=0,This member stands for all regulatory environments. It also represents the standard value for the 'Regulatory environments' axis if no other member is used.
"Reimbursement rights related to defined benefit obligation, at fair value",ReimbursementRightsAtFairValue,ifrs-full_ReimbursementRightsAtFairValue,false,xbrli:item,xbrli:monetaryItemType,instant,debit,true,,The amount of the entity's rights to the reimbursement by another party of some or all of the expenditure required to settle a defined benefit obligation recognised as a separate asset and measured at fair value. [Refer: At fair value [member]]
Reinsurance assets,ReinsuranceAssets,ifrs-full_ReinsuranceAssets,false,xbrli:item,xbrli:monetaryItemType,instant,debit,true,,The amount of a cedant’s net contractual rights under a reinsurance contract.
Reinsurance contracts held [member],ReinsuranceContractsHeldMember,ifrs-full_ReinsuranceContractsHeldMember,true,xbrli:item,dtr-types:domainItemType,duration,,true,length=0,This member stands for reinsurance contracts held. Reinsurance contracts are insurance contracts issued by one entity (the reinsurer) to compensate another entity for claims arising from one or more insurance contracts issued by that other entity (underlying contracts). [Refer: Insurance contracts [member]]
Reinsurance contracts held that are assets,ReinsuranceContractsHeldThatAreAssets,ifrs-full_ReinsuranceContractsHeldThatAreAssets,false,xbrli:item,xbrli:monetaryItemType,instant,debit,true,,The amount of reinsurance contracts held that are assets. [Refer: Assets; Reinsurance contracts held [member]]
Reinsurance contracts held that are liabilities,ReinsuranceContractsHeldThatAreLiabilities,ifrs-full_ReinsuranceContractsHeldThatAreLiabilities,false,xbrli:item,xbrli:monetaryItemType,instant,credit,true,,The amount of reinsurance contracts held that are liabilities. [Refer: Liabilities; Reinsurance contracts held [member]]
Reinsurer's share of amount arising from insurance contracts [member],ReinsurersShareOfAmountArisingFromInsuranceContractsMember,ifrs-full_ReinsurersShareOfAmountArisingFromInsuranceContractsMember,true,xbrli:item,dtr-types:domainItemType,duration,,true,length=0,This member stands for the reinsurer's share of the amount arising from insurance contracts. [Refer: Types of insurance contracts [member]]
Related parties [member],RelatedPartiesMember,ifrs-full_RelatedPartiesMember,true,xbrli:item,dtr-types:domainItemType,duration,,true,length=0,"This member stands for related parties. Related parties are persons or entities that are related to the entity that is preparing its financial statements (the reporting entity). (a) A person or a close member of that person’s family is related to a reporting entity if that person: (i) has control or joint control over the reporting entity; (ii) has significant influence over the reporting entity; or (iii) is a member of the key management personnel of the reporting entity or of a parent of the reporting entity. (b) An entity is related to a reporting entity if any of the following conditions applies: (i) The entity and the reporting entity are members of the same group (which means that each parent, subsidiary and fellow subsidiary is related to the others). (ii) One entity is an associate or joint venture of the other entity (or an associate or joint venture of a member of a group of which the other entity is a member). (iii) Both entities are joint ventures of the same third party. (iv) One entity is a joint venture of a third entity and the other entity is an associate of the third entity. (v) The entity is a post-employment benefit plan for the benefit of employees of either the reporting entity or an entity related to the reporting entity. If the reporting entity is itself such a plan, the sponsoring employers are also related to the reporting entity. (vi) The entity is controlled or jointly controlled by a person identified in (a). (vii) A person identified in (a)(i) has significant influence over the entity or is a member of the key management personnel of the entity (or of a parent of the entity). (viii) The entity, or any member of a group of which it is a part, provides key management personnel services to the reporting entity or to the parent of the reporting entity. [Refer: Joint ventures [member]; Key management personnel of entity or parent [member]]"
Related party transactions [abstract],RelatedPartyTransactionsAbstract,ifrs-full_RelatedPartyTransactionsAbstract,true,xbrli:item,xbrli:stringItemType,duration,,true,,
Remaining amortisation period of intangible assets material to entity,RemainingAmortisationPeriodOfIntangibleAssetsMaterialToEntity2019,ifrs-full_RemainingAmortisationPeriodOfIntangibleAssetsMaterialToEntity2019,false,xbrli:item,xbrli:durationItemType,duration,,true,,The remaining amortisation period of individual intangible assets that are material to the entity’s financial statements. [Refer: Depreciation and amortisation expense]
Remaining contractual undiscounted cash outflows (inflows) that arise from contracts within scope of IFRS 17 that are liabilities,RemainingContractualUndiscountedCashOutflowsInflowsThatAriseFromContractsWithinScopeOfIFRS17ThatAreLiabilities,ifrs-full_RemainingContractualUndiscountedCashOutflowsInflowsThatAriseFromContractsWithinScopeOfIFRS17ThatAreLiabilities,false,xbrli:item,xbrli:monetaryItemType,instant,credit,true,,The amount of the remaining contractual undiscounted cash outflows (inflows) that arise from contracts within the scope of IFRS 17 that are liabilities.
Remaining recovery period of regulatory deferral account debit balances,RemainingRecoveryPeriodOfRegulatoryDeferralAccountDebitBalances2019,ifrs-full_RemainingRecoveryPeriodOfRegulatoryDeferralAccountDebitBalances2019,false,xbrli:item,xbrli:durationItemType,duration,,true,,The remaining recovery period of regulatory deferral account debit balances. [Refer: Regulatory deferral account debit balances]
Remaining reversal period of regulatory deferral account credit balances,RemainingReversalPeriodOfRegulatoryDeferralAccountCreditBalances2019,ifrs-full_RemainingReversalPeriodOfRegulatoryDeferralAccountCreditBalances2019,false,xbrli:item,xbrli:durationItemType,duration,,true,,The remaining reversal period of regulatory deferral account credit balances. [Refer: Regulatory deferral account credit balances]
Remaining unamortised gains (losses) arising on buying reinsurance,RemainingUnamortisedGainsAndLossesArisingOnBuyingReinsurance,ifrs-full_RemainingUnamortisedGainsAndLossesArisingOnBuyingReinsurance,false,xbrli:item,xbrli:monetaryItemType,instant,credit,true,,The amount of unamortised deferred gains (losses) arising from the purchase of reinsurance.
Rent deferred income,RentDeferredIncome,ifrs-full_RentDeferredIncome,false,xbrli:item,xbrli:monetaryItemType,instant,credit,true,,The amount of deferred income arising on rental activity. [Refer: Deferred income other than contract liabilities]
